PrecoUnitario|Quantidade|Data:ALFA|Pais:ALFA|Cidade:ALFA|Empresa:ALFA|Cliente:ALFA|CEP:ALFA|Categoria:ALFA|Produto:ALFA
10,00|60|1997-09-05 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|3|Sir Rodney's Scones
18,40|70|1997-09-05 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|8|Boston Crab Meat
34,00|55|1997-09-05 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|4|Camembert Pierrot
13,00|70|1997-09-05 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|2|Original Frankfurter grüne Soße
12,50|20|1997-09-05 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|4|Gorgonzola Telino
18,40|24|1997-09-05 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|8|Boston Crab Meat
15,00|40|1997-09-05 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|1|Outback Lager
81,00|21|1997-09-08 00:00:00.000|USA|Elgin|Hungry Coyote Import Store|HUNGC|97827|3|Sir Rodney's Marmalade
18,00|3|1997-09-09 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|1|Chartreuse verte
13,25|49|1997-09-09 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|8|Escargots de Bourgogne
12,50|10|1997-09-09 00:00:00.000|USA|Portland|Lonesome Pine Restaurant|LONEP|97219|3|Scottish Longbreads
18,40|30|1997-09-10 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|8|Boston Crab Meat
14,00|30|1997-09-10 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|5|Singaporean Hokkien Fried Mee
53,00|20|1997-09-10 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|7|Manjimup Dried Apples
31,00|24|1997-09-10 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|8|Ikura
38,00|12|1997-09-10 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|5|Gnocchi di nonna Alice
21,05|15|1997-09-10 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|2|Louisiana Fiery Hot Pepper Sauce
53,00|20|1997-09-11 00:00:00.000|USA|Portland|Lonesome Pine Restaurant|LONEP|97219|7|Manjimup Dried Apples
55,00|1|1997-09-11 00:00:00.000|USA|Portland|Lonesome Pine Restaurant|LONEP|97219|4|Raclette Courdavault
18,00|10|1997-09-11 00:00:00.000|USA|Portland|Lonesome Pine Restaurant|LONEP|97219|1|Lakkalikööri
123,79|36|1997-09-12 00:00:00.000|Switzerland|Genève|Richter Supermarkt|RICSU|1203|6|Thüringer Rostbratwurst
21,05|10|1997-09-12 00:00:00.000|Switzerland|Genève|Richter Supermarkt|RICSU|1203|2|Louisiana Fiery Hot Pepper Sauce
36,00|45|1997-09-12 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|4|Gudbrandsdalsost
21,50|14|1997-09-12 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|4|Flotemysost
12,50|8|1997-09-15 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|4|Gorgonzola Telino
24,00|4|1997-09-15 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|6|Pâté chinois
33,25|15|1997-09-15 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|5|Wimmers gute Semmelknödel
19,00|30|1997-09-15 00:00:00.000|Denmark|Kobenhavn|Simons bistro|SIMOB|1734|8|Inlagd Sill
9,00|32|1997-09-16 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|5|Tunnbröd
12,00|60|1997-09-16 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|8|Spegesild
14,00|25|1997-09-16 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|1|Laughing Lumberjack Lager
15,00|50|1997-09-16 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|8|Röd Kaviar
7,75|25|1997-09-16 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|1|Rhönbräu Klosterbier
17,45|10|1997-09-17 00:00:00.000|France|Nantes|France restauration|FRANR|44000|3|Pavlova
49,30|10|1997-09-17 00:00:00.000|France|Nantes|France restauration|FRANR|44000|3|Tarte au sucre
21,05|12|1997-09-17 00:00:00.000|France|Nantes|France restauration|FRANR|44000|2|Louisiana Fiery Hot Pepper Sauce
263,50|15|1997-09-17 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|1|Côte de Blaye
21,50|12|1997-09-17 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|4|Flotemysost
17,45|3|1997-09-18 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|3|Pavlova
14,00|6|1997-09-18 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|5|Singaporean Hokkien Fried Mee
46,00|6|1997-09-18 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|1|Ipoh Coffee
9,00|5|1997-09-18 00:00:00.000|UK|Cowes|Island Trading|ISLAT|PO31 7PJ|5|Tunnbröd
23,25|30|1997-09-19 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|7|Tofu
32,80|10|1997-09-19 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|6|Perth Pasties
13,25|30|1997-09-19 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|8|Escargots de Bourgogne
31,00|2|1997-09-22 00:00:00.000|Mexico|Mexico D,F,|Tortuga Restaurante|TORTU|05033|8|Ikura
9,20|7|1997-09-22 00:00:00.000|Mexico|Mexico D,F,|Tortuga Restaurante|TORTU|05033|3|Teatime Chocolate Biscuits
19,45|21|1997-09-22 00:00:00.000|Mexico|Mexico D,F,|Tortuga Restaurante|TORTU|05033|2|Gula Malacca
31,23|30|1997-09-22 00:00:00.000|Mexico|Mexico D,F,|Antonio Moreno Taquería|ANTON|05023|3|Gumbär Gummibärchen
2,50|8|1997-09-22 00:00:00.000|Mexico|Mexico D,F,|Antonio Moreno Taquería|ANTON|05023|4|Geitost
38,00|100|1997-09-23 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|4|Queso Manchego La Pastora
2,50|30|1997-09-23 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|4|Geitost
9,65|120|1997-09-23 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|8|Jack's New England Clam Chowder
7,45|30|1997-09-23 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|6|Tourtière
55,00|12|1997-09-23 00:00:00.000|France|Strasbourg|Blondesddsl père et fils|BLONP|67000|4|Raclette Courdavault
17,45|50|1997-09-24 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|3|Pavlova
12,50|20|1997-09-24 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|4|Gorgonzola Telino
14,00|40|1997-09-24 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|5|Singaporean Hokkien Fried Mee
9,20|30|1997-09-25 00:00:00.000|USA|Eugene|Great Lakes Food Market|GREAL|97403|3|Teatime Chocolate Biscuits
10,00|12|1997-09-25 00:00:00.000|USA|Eugene|Great Lakes Food Market|GREAL|97403|3|Sir Rodney's Scones
33,25|28|1997-09-25 00:00:00.000|USA|Eugene|Great Lakes Food Market|GREAL|97403|5|Wimmers gute Semmelknödel
2,50|30|1997-09-25 00:00:00.000|Mexico|Mexico D,F,|Antonio Moreno Taquería|ANTON|05023|4|Geitost
17,00|4|1997-09-25 00:00:00.000|Mexico|Mexico D,F,|Antonio Moreno Taquería|ANTON|05023|2|Louisiana Hot Spiced Okra
7,75|30|1997-09-25 00:00:00.000|Mexico|Mexico D,F,|Antonio Moreno Taquería|ANTON|05023|1|Rhönbräu Klosterbier
7,00|9|1997-09-26 00:00:00.000|France|Nantes|Du monde entier|DUMON|44000|5|Filo Mix
18,40|20|1997-09-26 00:00:00.000|Germany|Köln|Ottilies Käseladen|OTTIK|50739|8|Boston Crab Meat
9,50|40|1997-09-26 00:00:00.000|Germany|Köln|Ottilies Käseladen|OTTIK|50739|3|Zaanse koeken
34,00|30|1997-09-26 00:00:00.000|Germany|Köln|Ottilies Käseladen|OTTIK|50739|4|Camembert Pierrot
31,00|20|1997-09-29 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|8|Ikura
9,65|4|1997-09-29 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|8|Jack's New England Clam Chowder
9,50|15|1997-09-29 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|3|Zaanse koeken
39,00|30|1997-09-30 00:00:00.000|Austria|Salzburg|Piccolo und mehr|PICCO|5020|6|Alice Mutton
31,23|15|1997-09-30 00:00:00.000|Austria|Salzburg|Piccolo und mehr|PICCO|5020|3|Gumbär Gummibärchen
97,00|50|1997-09-30 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|6|Mishi Kobe Niku
123,79|10|1997-09-30 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|6|Thüringer Rostbratwurst
19,00|6|1997-09-30 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|8|Inlagd Sill
31,00|18|1997-10-01 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|8|Ikura
45,60|60|1997-10-01 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|7|Rössle Sauerkraut
14,00|14|1997-10-01 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|1|Sasquatch Ale
18,00|35|1997-10-01 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|1|Chai
38,00|20|1997-10-02 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|5|Gnocchi di nonna Alice
13,00|30|1997-10-02 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|2|Original Frankfurter grüne Soße
18,00|30|1997-10-03 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|1|Chai
123,79|40|1997-10-03 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|6|Thüringer Rostbratwurst
46,00|40|1997-10-03 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|1|Ipoh Coffee
19,45|24|1997-10-03 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|2|Gula Malacca
49,30|48|1997-10-03 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|3|Tarte au sucre
43,90|20|1997-10-03 00:00:00.000|Germany|Berlin|Alfreds Futterkiste|ALFKI|12209|2|Vegie-spread
97,00|6|1997-10-06 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|6|Mishi Kobe Niku
7,45|60|1997-10-06 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|6|Tourtière
36,00|30|1997-10-06 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|4|Gudbrandsdalsost
15,00|15|1997-10-06 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|8|Röd Kaviar
30,00|90|1997-10-06 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|7|Uncle Bob's Organic Dried Pears
55,00|25|1997-10-06 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|4|Raclette Courdavault
15,00|50|1997-10-06 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|1|Outback Lager
40,00|10|1997-10-07 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|2|Northwoods Cranberry Sauce
38,00|4|1997-10-07 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|4|Queso Manchego La Pastora
4,50|20|1997-10-07 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|1|Guaraná Fantástica
39,00|20|1997-10-08 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|6|Alice Mutton
12,00|18|1997-10-08 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|8|Spegesild
9,20|7|1997-10-08 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|3|Teatime Chocolate Biscuits
18,00|9|1997-10-08 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|1|Steeleye Stout
13,25|30|1997-10-08 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|8|Escargots de Bourgogne
15,00|30|1997-10-08 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|1|Outback Lager
21,00|15|1997-10-09 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|4|Queso Cabrales
39,00|8|1997-10-09 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|6|Alice Mutton
123,79|12|1997-10-09 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|6|Thüringer Rostbratwurst
21,05|65|1997-10-09 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|2|Louisiana Fiery Hot Pepper Sauce
15,00|8|1997-10-09 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|1|Outback Lager
9,50|12|1997-10-09 00:00:00.000|Germany|Leipzig|Morgenstern Gesundkost|MORGK|04179|3|Zaanse koeken
18,00|5|1997-10-10 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|1|Chai
14,00|12|1997-10-10 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|1|Sasquatch Ale
12,50|40|1997-10-10 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|Scottish Longbreads
21,50|60|1997-10-10 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|4|Flotemysost
55,00|42|1997-10-13 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|4|Raclette Courdavault
21,50|20|1997-10-13 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|4|Flotemysost
18,00|35|1997-10-13 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|1|Lakkalikööri
10,00|6|1997-10-13 00:00:00.000|Germany|Berlin|Alfreds Futterkiste|ALFKI|12209|2|Aniseed Syrup
18,00|15|1997-10-13 00:00:00.000|Germany|Berlin|Alfreds Futterkiste|ALFKI|12209|1|Lakkalikööri
19,00|5|1997-10-14 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|1|Chang
55,00|35|1997-10-14 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|4|Raclette Courdavault
15,00|35|1997-10-14 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|8|Röd Kaviar
22,00|6|1997-10-14 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|2|Chef Anton's Cajun Seasoning
4,50|35|1997-10-14 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|1|Guaraná Fantástica
12,75|24|1997-10-14 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|3|Chocolade
12,50|20|1997-10-15 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|4|Gorgonzola Telino
32,00|4|1997-10-15 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|4|Mascarpone Fabioli
17,45|20|1997-10-16 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|3|Pavlova
46,00|24|1997-10-16 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|1|Ipoh Coffee
55,00|8|1997-10-16 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|4|Raclette Courdavault
24,00|21|1997-10-16 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|6|Pâté chinois
19,50|40|1997-10-16 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|5|Ravioli Angelo
15,00|28|1997-10-16 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|1|Outback Lager
21,35|4|1997-10-17 00:00:00.000|USA|Portland|The Big Cheese|THEBI|97201|2|Chef Anton's Gumbo Mix
19,00|5|1997-10-17 00:00:00.000|USA|Portland|The Big Cheese|THEBI|97201|8|Inlagd Sill
40,00|40|1997-10-17 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|2|Northwoods Cranberry Sauce
53,00|28|1997-10-17 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|7|Manjimup Dried Apples
34,00|10|1997-10-17 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|4|Camembert Pierrot
9,20|5|1997-10-20 00:00:00.000|Italy|Torino|Franchi S,p,A,|FRANS|10100|3|Teatime Chocolate Biscuits
9,50|5|1997-10-20 00:00:00.000|Italy|Torino|Franchi S,p,A,|FRANS|10100|3|Zaanse koeken
9,20|12|1997-10-21 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|Teatime Chocolate Biscuits
9,65|42|1997-10-21 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|8|Jack's New England Clam Chowder
32,80|120|1997-10-21 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|6|Perth Pasties
32,80|3|1997-10-21 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|6|Perth Pasties
38,00|30|1997-10-21 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|5|Gnocchi di nonna Alice
31,00|18|1997-10-22 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|8|Ikura
31,23|30|1997-10-22 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|Gumbär Gummibärchen
9,50|110|1997-10-22 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|8|Rogede sild
12,00|24|1997-10-22 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|8|Spegesild
19,00|30|1997-10-22 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|1|Chang
39,00|27|1997-10-22 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|6|Alice Mutton
9,50|50|1997-10-22 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|Zaanse koeken
38,00|18|1997-10-22 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|5|Gnocchi di nonna Alice
13,25|12|1997-10-22 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|8|Escargots de Bourgogne
31,00|21|1997-10-23 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|8|Ikura
21,50|30|1997-10-23 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|4|Flotemysost
10,00|5|1997-10-24 00:00:00.000|Argentina|Buenos Aires|Rancho grande|RANCH|1010|3|Sir Rodney's Scones
53,00|7|1997-10-24 00:00:00.000|Argentina|Buenos Aires|Rancho grande|RANCH|1010|7|Manjimup Dried Apples
28,50|10|1997-10-24 00:00:00.000|Argentina|Buenos Aires|Rancho grande|RANCH|1010|2|Sirop d'érable
10,00|32|1997-10-24 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|3|Sir Rodney's Scones
7,45|15|1997-10-24 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|6|Tourtière
36,00|25|1997-10-24 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|4|Gudbrandsdalsost
38,00|36|1997-10-27 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|4|Queso Manchego La Pastora
17,45|20|1997-10-27 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|3|Pavlova
19,00|40|1997-10-27 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|8|Inlagd Sill
49,30|20|1997-10-27 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|3|Tarte au sucre
62,50|12|1997-10-27 00:00:00.000|USA|San Francisco|Let's Stop N Shop|LETSS|94117|8|Carnarvon Tigers
25,89|3|1997-10-27 00:00:00.000|USA|San Francisco|Let's Stop N Shop|LETSS|94117|8|Nord-Ost Matjeshering
7,45|40|1997-10-27 00:00:00.000|USA|San Francisco|Let's Stop N Shop|LETSS|94117|6|Tourtière
18,00|21|1997-10-28 00:00:00.000|Brazil|Rio de Janeiro|Que Delícia|QUEDE|02389-673|1|Steeleye Stout
21,50|8|1997-10-28 00:00:00.000|Brazil|Rio de Janeiro|Que Delícia|QUEDE|02389-673|4|Flotemysost
19,45|50|1997-10-29 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|2|Gula Malacca
19,00|3|1997-10-29 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|1|Chang
12,50|50|1997-10-29 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|4|Gorgonzola Telino
12,50|45|1997-10-29 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|Scottish Longbreads
7,75|42|1997-10-29 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|1|Rhönbräu Klosterbier
31,23|15|1997-10-30 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|3|Gumbär Gummibärchen
31,00|16|1997-10-30 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|8|Ikura
28,50|5|1997-10-30 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|2|Sirop d'érable
9,65|12|1997-10-31 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|8|Jack's New England Clam Chowder
7,00|4|1997-10-31 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|5|Filo Mix
24,00|6|1997-10-31 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|6|Pâté chinois
22,00|25|1997-11-03 00:00:00.000|UK|London|Eastern Connection|EASTC|WX3 6FW|2|Chef Anton's Cajun Seasoning
21,00|5|1997-11-03 00:00:00.000|UK|London|Eastern Connection|EASTC|WX3 6FW|4|Queso Cabrales
39,00|20|1997-11-03 00:00:00.000|Italy|Reggio Emilia|Reggiani Caseifici|REGGC|42100|6|Alice Mutton
38,00|10|1997-11-03 00:00:00.000|Italy|Reggio Emilia|Reggiani Caseifici|REGGC|42100|5|Gnocchi di nonna Alice
55,00|10|1997-11-03 00:00:00.000|Italy|Reggio Emilia|Reggiani Caseifici|REGGC|42100|4|Raclette Courdavault
25,89|15|1997-11-04 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|8|Nord-Ost Matjeshering
18,40|6|1997-11-04 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|8|Boston Crab Meat
24,00|12|1997-11-04 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|6|Pâté chinois
34,00|15|1997-11-04 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|4|Camembert Pierrot
18,00|50|1997-11-04 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|1|Chai
10,00|30|1997-11-04 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|3|Sir Rodney's Scones
16,25|40|1997-11-04 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|3|Valkoinen suklaa
17,45|15|1997-11-05 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|3|Pavlova
12,50|3|1997-11-05 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|4|Gorgonzola Telino
21,05|10|1997-11-05 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|2|Louisiana Fiery Hot Pepper Sauce
10,00|40|1997-11-06 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|3|Sir Rodney's Scones
53,00|30|1997-11-06 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|7|Manjimup Dried Apples
18,00|20|1997-11-06 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|1|Lakkalikööri
23,25|16|1997-11-07 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|7|Tofu
45,60|20|1997-11-07 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|7|Rössle Sauerkraut
7,00|25|1997-11-07 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|5|Filo Mix
25,00|30|1997-11-07 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|2|Grandma's Boysenberry Spread
25,89|15|1997-11-07 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|8|Nord-Ost Matjeshering
18,00|20|1997-11-07 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|1|Lakkalikööri
28,50|20|1997-11-10 00:00:00.000|USA|San Francisco|Let's Stop N Shop|LETSS|94117|2|Sirop d'érable
13,00|2|1997-11-10 00:00:00.000|USA|San Francisco|Let's Stop N Shop|LETSS|94117|2|Original Frankfurter grüne Soße
21,05|40|1997-11-11 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|2|Louisiana Fiery Hot Pepper Sauce
7,75|20|1997-11-11 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|1|Rhönbräu Klosterbier
6,00|4|1997-11-11 00:00:00.000|France|Reims|Vins et alcools Chevalier|VINET|51100|8|Konbu
9,65|12|1997-11-11 00:00:00.000|France|Reims|Vins et alcools Chevalier|VINET|51100|8|Jack's New England Clam Chowder
17,45|3|1997-11-12 00:00:00.000|France|Paris|Spécialités du monde|SPECD|75016|3|Pavlova
19,00|6|1997-11-12 00:00:00.000|France|Reims|Vins et alcools Chevalier|VINET|51100|8|Inlagd Sill
7,00|18|1997-11-12 00:00:00.000|France|Reims|Vins et alcools Chevalier|VINET|51100|5|Filo Mix
45,60|5|1997-11-13 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|7|Rössle Sauerkraut
18,00|35|1997-11-13 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|1|Steeleye Stout
9,50|40|1997-11-13 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|8|Rogede sild
38,00|14|1997-11-13 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|5|Gnocchi di nonna Alice
19,00|15|1997-11-14 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|1|Chang
10,00|20|1997-11-14 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|2|Aniseed Syrup
34,00|50|1997-11-14 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|4|Camembert Pierrot
34,80|35|1997-11-14 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|4|Mozzarella di Giovanni
12,00|28|1997-11-17 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|8|Spegesild
